"","track_id","track_artist","track_name","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","explicit","track_length","duration_min","mode_fct","key_fct","genre"
"4771","4iCCC06L9tGRmPWPJPBRrb","Cal Tjader","Santo Domingo - Live","0",0.582,0.601,7,-17.337,1,0.206,0.491,0.749,0.684,0.682,156.634,207600,FALSE,3M 27.6S,3M 28S,"Major","G"," lounge"
"4772","5c88tDXgYoGml81DAFCn4f","Dr. Charles G. Hayes","Satisfied With Jesus","0",0.395,0.289,4,-10.497,1,0.0289,0.34,0,0.275,0.425,100.784,41842,FALSE,41.842S,42S,"Major","E","uncategorised"
"4773","7AkKIMrU4DhBnNCdv2lznk","Norma Jean Wright","Saturday","0",0.681,0.849,9,-12.919,0,0.049,0.105,8.45e-06,0.123,0.75,131.112,366160,FALSE,6M 6.16000000000003S,6M 6S,"Minor","A","uncategorised"
"4774","3w5nITgZFDXUqdErYk3WBV","T-Connection","Saturday Night (7"" Disco Version)","0",0.807,0.865,0,-10.269,1,0.0444,0.133,0.00113,0.0619,0.962,112.617,242053,FALSE,4M 2.053S,4M 2S,"Major","C","uncategorised"
"4775","4qYApQ7CvW8JUzKIIyTqrS","Last Bronzeman","Saturday Night Special","0",0.453,0.818,10,-7.769,0,0.32,0.349,0,0.16,0.515,183.667,219403,TRUE,3M 39.403S,3M 39S,"Minor","A#/Bb","uncategorised"
"4776","7xLjQgo2aFddsNjtyr6nxw","Tokyo Shamir","Savage","0",0.596,0.628,1,-8.565,0,0.074,0.317,1.28e-06,0.0982,0.441,143.994,110247,TRUE,1M 50.247S,1M 50S,"Minor","C#/Db","uncategorised"
"4777","4Cub3aDt2gJfTa6WOLA7EZ","Air Balloon","Say Something (I Know Nothing At All)","0",0.43,0.238,2,-6.083,1,0.0293,0.943,0.000213,0.0882,0.128,95.134,233314,FALSE,3M 53.314S,3M 53S,"Major","D","uncategorised"
"4778","2FuZdEPlby8CPv48k3xqST","Soft Swells","Say it Like You Mean It","0",0.425,0.617,4,-6.73,1,0.0298,0.0618,0.00868,0.102,0.335,142.033,206197,FALSE,3M 26.197S,3M 26S,"Major","E","indie psych-pop"
"4779","2FuZdEPlby8CPv48k3xqST","Soft Swells","Say it Like You Mean It","0",0.425,0.617,4,-6.73,1,0.0298,0.0618,0.00868,0.102,0.335,142.033,206197,FALSE,3M 26.197S,3M 26S,"Major","E"," lo star"
"4780","4QCovx6LbftEOHFc5rWC3i","janeylee","Scorchers Edit 1","0",0.678,0.459,8,-21.462,0,0.0566,0.0129,0.933,0.211,0.899,135.092,47723,FALSE,47.723S,48S,"Minor","G#/Ab","uncategorised"
